Option,Criterion,Vote,Participant Id,Decision,Incentive,Cohor,Decision Date
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Open Source,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Fundraising / Advertising,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Ethereum Connection,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Team Track record,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Non-rivalrous,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Non-excludable,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Important Problem,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Team Track record,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Team Track record,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Non-rivalrous,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Non-excludable,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Important Problem,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Quid Pro Quo,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Open Source,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Fundraising / Advertising,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Ethereum Connection,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Has Harmful Content,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Fraudulent impersonation,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Has Harmful Content,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Fraudulent impersonation,Slightly Support,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Quid Pro Quo,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Open Source,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Fundraising / Advertising,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Ethereum Connection,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Already Funded,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Team Track record,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Non-rivalrous,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Non-excludable,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7973: Built Different an African Web3 startup community.,Important Problem,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Team Track record,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Non-rivalrous,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Non-excludable,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Important Problem,Slightly Support,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Has Harmful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Fraudulent impersonation,Slightly Support,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Quid Pro Quo,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Open Source,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Fundraising / Advertising,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Ethereum Connection,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7972: The Economy that Rewards Community Engagement,Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Has Harmful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Fraudulent impersonation,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Team Track record,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Non-rivalrous,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Non-excludable,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Important Problem,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Quid Pro Quo,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Open Source,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Fundraising / Advertising,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Ethereum Connection,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7967: Bytekode,Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Has Harmful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Fraudulent impersonation,Slightly Support,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Team Track record,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Non-rivalrous,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Non-excludable,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Important Problem,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Quid Pro Quo,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Open Source,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Fundraising / Advertising,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Ethereum Connection,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7971: Yourtoken,Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Team Track record,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Non-rivalrous,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Non-excludable,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Important Problem,Slightly Support,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Quid Pro Quo,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Open Source,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Fundraising / Advertising,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Ethereum Connection,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Already Funded,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Has Hateful Content,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Has Harmful Content,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7962: BootstrapNFT,Fraudulent impersonation,Slightly Support,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Team Track record,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Non-rivalrous,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Non-excludable,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Important Problem,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Quid Pro Quo,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Open Source,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Fundraising / Advertising,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Ethereum Connection,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Has Harmful Content,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7959: Ciudades DAO,Fraudulent impersonation,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Team Track record,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Non-rivalrous,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Non-excludable,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Important Problem,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Quid Pro Quo,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Open Source,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Fundraising / Advertising,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Ethereum Connection,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Already Funded,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Has Hateful Content,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Has Harmful Content,Slightly Oppose,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7979: Ikhala Impact - a one stop data shop for small projects in Africa,Fraudulent impersonation,Acceptable,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Non-rivalrous,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Non-excludable,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Important Problem,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Has Hateful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Has Harmful Content,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Fraudulent impersonation,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Quid Pro Quo,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Open Source,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Fundraising / Advertising,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Ethereum Connection,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Already Funded,Very Weak,59fd45f3-fc83-4b88-9788-fe3dcbef3ce3,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Has Harmful Content,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Fraudulent impersonation,Slightly Oppose,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Quid Pro Quo,Acceptable,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Open Source,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Fundraising / Advertising,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Ethereum Connection,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Already Funded,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Team Track record,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Non-rivalrous,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Non-excludable,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
"Grant 7976: Aquarian Creative: Artist-In-Residence, Scholarship & Blockchain Contemporary Art Museum",Important Problem,Slightly Oppose,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Team Track record,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Non-rivalrous,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Non-excludable,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Important Problem,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Has Hateful Content,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Has Harmful Content,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Fraudulent impersonation,Very Strong,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Quid Pro Quo,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Open Source,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Fundraising / Advertising,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Ethereum Connection,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7975: Exploring Web3 Via The Metaverse by way of Overthereality.ai The Metaverse platform.,Already Funded,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Team Track record,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Non-rivalrous,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Non-excludable,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Important Problem,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Quid Pro Quo,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Open Source,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Fundraising / Advertising,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
Grant 7974: SolDAO  Building Solidity as a DAO,Ethereum Connection,Very Weak,83a7e452-cd57-419a-9ac5-64b369986d04,gc-sqojqdaolya,1,6,4/9/2022
